screen_mph,decade,n_valid_measurement,n_excess_computed,n_speed_gt_700mph_diagnostic,mean,sd,p1,p50,p99,sum_excess_min_w,method,n_removed_from_shipped_series,sample,note
50.0,all,515875,393148,117,0.03474408597879193,8.196160290271855,-20.799264907135775,0.011485832175452515,20.647468982630233,13659.567914390089,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
50.0,1990,89209,57648,117,-0.11103820259136196,11.244032518298724,-23.21291903858321,-0.09814450413682607,23.721290322580632,-6401.130302986834,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
50.0,2000,147112,118167,117,0.7517513635012051,8.554185195424724,-18.89386396121254,0.44444444444444287,21.34301087801089,88832.2033708469,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
50.0,2010,180030,159687,117,-0.4117067630255539,7.082854629208076,-21.040937334217485,-0.2641472868216965,19.645172043010742,-65744.21786726163,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
50.0,2020,99524,57646,117,-0.05251513177338105,6.412499924449929,-20.47549816392432,0.06252240143369647,17.78332350485622,-3027.287286208324,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
100.0,all,515040,392622,117,0.021699222508702688,7.413383622257839,-20.68934371523919,0.012171089437188698,20.571311178076556,8519.592139811866,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
100.0,1990,89200,57639,117,-0.1714144406022957,8.594202213704747,-23.21419987349782,-0.09856630824371848,23.706936155914057,-9880.15694187572,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
100.0,2000,146717,117989,117,0.7421236982203078,7.910605298605066,-18.798974358974363,0.44444444444444287,21.25,87562.4330293159,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
100.0,2010,179723,159415,117,-0.4202518438426387,6.891608214140855,-21.015420386090675,-0.26307189542482945,19.508174638487166,-66994.44768617424,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
100.0,2020,99400,57579,117,-0.03765671966262122,6.280592318447424,-20.21496159754225,0.06451612903231307,17.704267202999286,-2168.236261454067,full_recompute_stricter_valid_mask,,US carriers' airborne time on US-touching international segments,"distance == 0 cells remain exempt from the speed test at every threshold shown (unchanged decision, see DATA-QUALITY SCREEN); threshold NOT changed from the shipped 50 mph -- for sensitivity reporting only. method == 'full_recompute_stricter_valid_mask' re-runs the entire baseline/excess/winsorize pipeline with a stricter validity gate (also cleans contaminated candidates out of OTHER cells' baselines); method == 'naive_filter_shipped_series' instead just drops the flagged cells from the ACTUAL SHIPPED excess_min_w series with no recomputation -- this is the version that reproduces the overseer's cycle-2 diagnostic numbers exactly."
